arm,run,update,compute_units,group,query_hops,inference_loops,accuracy,correct,n,sources
fixed4,v3-fixed4-s20260914,400,511180800,seen_hard,"6,8",6,0.1953125,50,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-400.json
fixed4,v3-fixed4-s20260914,400,511180800,seen_hard,"6,8",8,0.12109375,31,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-400.json
fixed4,v3-fixed4-s20260914,400,511180800,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-400.json
fixed4,v3-fixed4-s20260914,400,511180800,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-400.json
fixed4,v3-fixed4-s20260914,400,511180800,d1,1,8,0.9921875,127,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-400.json
fixed4,v3-fixed4-s20260914,600,766771200,primary,"9,10,11,12",4,0.07421875,38,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,primary,"9,10,11,12",6,0.05078125,26,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,primary,"9,10,11,12",8,0.052734375,27,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,seen_hard,"6,8",4,0.109375,28,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,seen_hard,"6,8",6,0.34765625,89,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,seen_hard,"6,8",8,0.25390625,65,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,600,766771200,d1,1,8,0.9921875,127,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-600.json
fixed4,v3-fixed4-s20260914,800,1022361600,primary,"9,10,11,12",4,0.0390625,20,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,primary,"9,10,11,12",6,0.06640625,34,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,primary,"9,10,11,12",8,0.072265625,37,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,seen_hard,"6,8",4,0.37890625,97,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,seen_hard,"6,8",6,0.26171875,67,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,seen_hard,"6,8",8,0.25390625,65,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,d1,1,4,0.984375,126,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,d1,1,6,0.9921875,127,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,800,1022361600,d1,1,8,0.9765625,125,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-800.json
fixed4,v3-fixed4-s20260914,1000,1277952000,primary,"9,10,11,12",4,0.044921875,23,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,primary,"9,10,11,12",6,0.09765625,50,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,primary,"9,10,11,12",8,0.171875,88,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,seen_hard,"6,8",4,0.4921875,126,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,seen_hard,"6,8",6,0.37890625,97,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,seen_hard,"6,8",8,0.33203125,85,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1000,1277952000,d1,1,8,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1000.json
fixed4,v3-fixed4-s20260914,1200,1533542400,primary,"9,10,11,12",4,0.11328125,58,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,primary,"9,10,11,12",6,0.34765625,178,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,primary,"9,10,11,12",8,0.185546875,95,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,seen_hard,"6,8",4,0.88671875,227,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,seen_hard,"6,8",6,0.41015625,105,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,seen_hard,"6,8",8,0.2578125,66,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1200,1533542400,d1,1,8,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1200.json
fixed4,v3-fixed4-s20260914,1400,1789132800,primary,"9,10,11,12",4,0.09765625,50,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,primary,"9,10,11,12",6,0.353515625,181,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,primary,"9,10,11,12",8,0.30078125,154,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,seen_hard,"6,8",4,0.9140625,234,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,seen_hard,"6,8",6,0.48046875,123,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,seen_hard,"6,8",8,0.2890625,74,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1400,1789132800,d1,1,8,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-1400.json
fixed4,v3-fixed4-s20260914,1566,2001272832,primary,"9,10,11,12",4,0.103515625,53,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,primary,"9,10,11,12",6,0.35546875,182,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,primary,"9,10,11,12",8,0.314453125,161,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,seen_hard,"6,8",4,0.97265625,249,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,seen_hard,"6,8",6,0.33984375,87,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,seen_hard,"6,8",8,0.22265625,57,256,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
fixed4,v3-fixed4-s20260914,1566,2001272832,d1,1,8,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v3-fixed4-s20260914/dev-final.json
